method,n,iteration,absolute_residual,relative_residual
"Jacobi-CG",32,30,0.05366019670261747,0.0015106425827469089
"Jacobi-CG",32,31,0.06629353394035589,0.001866296463393212
"Jacobi-CG",32,32,0.0477681910876779,0.0013447707610493667
"Jacobi-CG",32,33,0.027513549455665493,0.0007745618160996032
"Jacobi-CG",32,34,0.02535150496868444,0.0007136959104838032
"Jacobi-CG",32,35,0.02256251394493024,0.0006351801974920826
"Jacobi-CG",32,36,0.013571287046010218,0.0003820590563244155
"Jacobi-CG",32,37,0.010091429348917252,0.000284094055408349
"Jacobi-CG",32,38,0.009036850908743859,0.0002544055489087999
"Jacobi-CG",32,39,0.005654135787602685,0.0001591753071037328
"Jacobi-CG",32,40,0.003833523456825135,0.00010792140416355759
"Jacobi-CG",32,41,0.0032715723483332003,9.210134896297096E-05
"Jacobi-CG",32,42,0.001975378389207209,5.561087910862702E-05
"Jacobi-CG",32,43,0.0012743757239007975,3.5876242601428204E-05
"Jacobi-CG",32,44,0.0009969684596547051,2.8066669549433974E-05
"Jacobi-CG",32,45,0.0005567470480047255,1.5673550419421976E-05
"Jacobi-CG",32,46,0.000340692025723598,9.591166512352121E-06
"Jacobi-CG",32,47,0.00024189824879873367,6.809922769244127E-06
"Jacobi-CG",32,48,0.00011925560654652813,3.3572854471424035E-06
"Jacobi-CG",32,49,6.957596567256753E-05,1.958703525877885E-06
"Jacobi-CG",32,50,4.4924291986297986E-05,1.264709275114288E-06
"Jacobi-CG",32,51,2.2372324150024753E-05,6.298259718156396E-07
"Jacobi-CG",32,52,1.6777266809143456E-05,4.7231384194240556E-07
"Jacobi-CG",32,53,1.2552457864181796E-05,3.533769634289168E-07
"Jacobi-CG",32,54,9.219151089852612E-06,2.595376660710153E-07
"Jacobi-CG",32,55,6.7232949979503E-06,1.892742916422741E-07
"Jacobi-CG",32,56,4.4455021850979626E-06,1.2514983759229933E-07
"Jacobi-CG",32,57,2.9533677116883005E-06,8.314324773186151E-08
"Jacobi-CG",32,58,2.655202836069012E-06,7.474930612396648E-08
"Jacobi-CG",32,59,1.9958747036936476E-06,5.618789163104061E-08
"Jacobi-CG",32,60,1.3876492389571036E-06,3.906512012809467E-08
"Jacobi-CG",32,61,9.492985594767386E-07,2.6724665875403127E-08
"Jacobi-CG",32,62,6.524210855942801E-07,1.8366967218601536E-08
"Jacobi-CG",32,63,5.702634157161849E-07,1.6054063385897924E-08
"Jacobi-CG",32,64,3.908641343695102E-07,1.100361239298793E-08
"Jacobi-CG",32,65,2.7408858350572773E-07,7.71614550694216E-09
"Compact-symmetric(beta=0.12)",32,0,35.521437906935816,1
"Compact-symmetric(beta=0.12)",32,1,100.54117349057297,2.830436474840496
"Compact-symmetric(beta=0.12)",32,2,63.774000681298865,1.7953665290347531
"Compact-symmetric(beta=0.12)",32,3,46.2469273689365,1.301944124280691
"Compact-symmetric(beta=0.12)",32,4,35.47206168846657,0.9986099600303735
"Compact-symmetric(beta=0.12)",32,5,27.78692213779182,0.7822578075412376
"Compact-symmetric(beta=0.12)",32,6,21.833898723543662,0.6146682119329532
"Compact-symmetric(beta=0.12)",32,7,17.045868930527497,0.4798755324935528
"Compact-symmetric(beta=0.12)",32,8,13.207462580145908,0.37181666504460553
"Compact-symmetric(beta=0.12)",32,9,10.379899885178874,0.2922150818436357
"Compact-symmetric(beta=0.12)",32,10,8.549108502760669,0.24067461810411098
"Compact-symmetric(beta=0.12)",32,11,6.299801601695316,0.17735209982772782
"Compact-symmetric(beta=0.12)",32,12,3.8969868877995,0.10970802753000564
"Compact-symmetric(beta=0.12)",32,13,2.209610809479464,0.06220499336959615
"Compact-symmetric(beta=0.12)",32,14,1.0293852548330498,0.0289792676053819
"Compact-symmetric(beta=0.12)",32,15,0.311611838479115,0.008772500688049864
"Compact-symmetric(beta=0.12)",32,16,0.12499331379678835,0.003518813459192273
"Compact-symmetric(beta=0.12)",32,17,0.2067570808470273,0.005820628134162792
"Compact-symmetric(beta=0.12)",32,18,0.07823735456601077,0.0022025390630578717
"Compact-symmetric(beta=0.12)",32,19,0.04016032527458702,0.001130594019864985
"Compact-symmetric(beta=0.12)",32,20,0.031203860536509215,0.0008784515035191308
"Compact-symmetric(beta=0.12)",32,21,0.01731517600491361,0.0004874570688911413
"Compact-symmetric(beta=0.12)",32,22,0.010348001771767942,0.00029131708572381355
"Compact-symmetric(beta=0.12)",32,23,0.006312095595243554,0.00017769820050024136
"Compact-symmetric(beta=0.12)",32,24,0.003014845113842163,8.487396038811517E-05
"Compact-symmetric(beta=0.12)",32,25,0.0019350898659208076,5.4476676056600945E-05
"Compact-symmetric(beta=0.12)",32,26,0.0007284351689025967,2.050691671916706E-05
"Compact-symmetric(beta=0.12)",32,27,0.0003718873674129483,1.0469378193170908E-05
"Compact-symmetric(beta=0.12)",32,28,0.00014281714253549046,4.020590126719065E-06
"Compact-symmetric(beta=0.12)",32,29,4.5445739296236374E-05,1.2793890668306186E-06
"Compact-symmetric(beta=0.12)",32,30,2.044516879351282E-05,5.75572668175146E-07
"Compact-symmetric(beta=0.12)",32,31,9.233299909694399E-06,2.599359838384113E-07
"Compact-symmetric(beta=0.12)",32,32,5.595045064384547E-06,1.5751178426513174E-07
"Compact-symmetric(beta=0.12)",32,33,3.0399121183572133E-06,8.557964703798346E-08
"Compact-symmetric(beta=0.12)",32,34,1.7817938829590343E-06,5.016108547258798E-08
"Compact-symmetric(beta=0.12)",32,35,1.0279660546110295E-06,2.8939314261552226E-08
"Compact-symmetric(beta=0.12)",32,36,5.321053100483891E-07,1.4979835879461732E-08
"Compact-symmetric(beta=0.12)",32,37,3.329827251076415E-07,9.374134177226655E-09
"Screened-symmetric(length=2)",32,0,35.521437906935816,1
"Screened-symmetric(length=2)",32,1,93.98943252105309,2.6459917745250108
"Screened-symmetric(length=2)",32,2,31.347407957048055,0.8824926524420693
"Screened-symmetric(length=2)",32,3,14.667242517546647,0.41291240957007436
"Screened-symmetric(length=2)",32,4,6.09504295416711,0.17158773161536373
"Screened-symmetric(length=2)",32,5,2.219928619431065,0.062495460494790614
"Screened-symmetric(length=2)",32,6,0.6097560577255132,0.01716586077745614
"Screened-symmetric(length=2)",32,7,0.09287361749981654,0.0026145793349678084
"Screened-symmetric(length=2)",32,8,0.017937389793892655,0.0005049736398872032
"Screened-symmetric(length=2)",32,9,0.0074132431219480635,0.00020869772055315855
"Screened-symmetric(length=2)",32,10,0.0020420673197119885,5.7488306781445356E-05
"Screened-symmetric(length=2)",32,11,0.000756605795578122,2.1299976582040032E-05
"Screened-symmetric(length=2)",32,12,0.00033502060821140724,9.431504689904236E-06
"Screened-symmetric(length=2)",32,13,8.947029445279188E-05,2.51876893855477E-06
"Screened-symmetric(length=2)",32,14,3.784824507783512E-05,1.065504306920103E-06
"Screened-symmetric(length=2)",32,15,1.6823849040581833E-05,4.736252255513805E-07
"Screened-symmetric(length=2)",32,16,6.047648708415798E-06,1.702534881684773E-07
"Screened-symmetric(length=2)",32,17,2.6560356095320883E-06,7.477275037375326E-08
"Screened-symmetric(length=2)",32,18,1.190219973596471E-06,3.3507088781562864E-08
"Screened-symmetric(length=2)",32,19,5.051349319388603E-07,1.4220565430439096E-08
"Screened-symmetric(length=2)",32,20,2.565185633360677E-07,7.2215140616810615E-09
"Truncated-Green(rank=8)",32,0,35.521437906935816,1
"Truncated-Green(rank=8)",32,1,9.61448524830935,0.2706671186425157
"Truncated-Green(rank=8)",32,2,13.356822368484652,0.37602144382439645
"Truncated-Green(rank=8)",32,3,10.22379353469115,0.2878203737550523
"Truncated-Green(rank=8)",32,4,7.606728254633802,0.21414471662332493
"Truncated-Green(rank=8)",32,5,5.589166315550519,0.15734628564850955
"Truncated-Green(rank=8)",32,6,4.046140580155783,0.11390700429291307
"Truncated-Green(rank=8)",32,7,2.89789295293996,0.08158152157388104
"Truncated-Green(rank=8)",32,8,2.3803030767398328,0.0670103243842801
"Truncated-Green(rank=8)",32,9,2.0509567423770174,0.05773856192844472
"Truncated-Green(rank=8)",32,10,1.2234821910533311,0.03444348717692077
"Truncated-Green(rank=8)",32,11,1.0813571004030034,0.030442379704225336
"Truncated-Green(rank=8)",32,12,0.734293304400292,0.020671835028866214
"Truncated-Green(rank=8)",32,13,0.665664698463445,0.018739801587071146
"Truncated-Green(rank=8)",32,14,0.369525947424548,0.010402899465744752
"Truncated-Green(rank=8)",32,15,0.2967495821791449,0.008354098247841548
"Truncated-Green(rank=8)",32,16,0.1891348338995188,0.005324526399945901
"Truncated-Green(rank=8)",32,17,0.11689896199790391,0.00329094115796136
"Truncated-Green(rank=8)",32,18,0.07737341075521714,0.002178217305220897
"Truncated-Green(rank=8)",32,19,0.04777298917491985,0.0013449058368662445
"Truncated-Green(rank=8)",32,20,0.03572896961981384,0.001005842435585568
"Truncated-Green(rank=8)",32,21,0.0385357571275251,0.001084859155434153
"Truncated-Green(rank=8)",32,22,0.04368824866719154,0.0012299121668906622
"Truncated-Green(rank=8)",32,23,0.04469603969796406,0.0012582835136084635
"Truncated-Green(rank=8)",32,24,0.02359517198565275,0.0006642516006100536
"Truncated-Green(rank=8)",32,25,0.010810868765809082,0.00030434772359533855
"Truncated-Green(rank=8)",32,26,0.00579544738271034,0.0001631535130389172
"Truncated-Green(rank=8)",32,27,0.005557924139105667,0.00015646675547502096
"Truncated-Green(rank=8)",32,28,0.0067672527892926595,0.00019051179197819874
"Truncated-Green(rank=8)",32,29,0.004278060343681217,0.000120436012609892
"Truncated-Green(rank=8)",32,30,0.0019510071522927997,5.492477971765472E-05
"Truncated-Green(rank=8)",32,31,0.0017974998863041617,5.060324109101414E-05
"Truncated-Green(rank=8)",32,32,0.0016434032065642452,4.626510928048211E-05
"Truncated-Green(rank=8)",32,33,0.0009424718460265304,2.6532480146095266E-05
"Truncated-Green(rank=8)",32,34,0.0005976900721713861,1.6826178989074167E-05
"Truncated-Green(rank=8)",32,35,0.0005218320612032816,1.4690623239139486E-05
"Truncated-Green(rank=8)",32,36,0.000360382309006633,1.0145487633434619E-05
"Truncated-Green(rank=8)",32,37,0.00020418344455569738,5.7481750905086275E-06
"Truncated-Green(rank=8)",32,38,0.0001544845594607946,4.349051405676074E-06
"Truncated-Green(rank=8)",32,39,0.00011451903443956953,3.223941405176305E-06
"Truncated-Green(rank=8)",32,40,5.866295784213934E-05,1.6514803819550609E-06
"Truncated-Green(rank=8)",32,41,4.1233710905239275E-05,1.160811986645059E-06
"Truncated-Green(rank=8)",32,42,2.855741764006397E-05,8.039488073338362E-07
"Truncated-Green(rank=8)",32,43,1.3844285111838916E-05,3.8974450156297644E-07
"Truncated-Green(rank=8)",32,44,9.163150460154283E-06,2.57961135586944E-07
"Truncated-Green(rank=8)",32,45,5.772153363412551E-06,1.624977394928457E-07
"Truncated-Green(rank=8)",32,46,2.8996532631163518E-06,8.163107784975601E-08
"Truncated-Green(rank=8)",32,47,1.8972032043209747E-06,5.3410090247234394E-08
"Truncated-Green(rank=8)",32,48,1.3891123134606024E-06,3.910630862128946E-08
"Truncated-Green(rank=8)",32,49,9.042808852139193E-07,2.545732770117822E-08
"Truncated-Green(rank=8)",32,50,8.535087170265208E-07,2.4027988936221164E-08
"Truncated-Green(rank=8)",32,51,5.756838771258532E-07,1.6206660288756127E-08
"Truncated-Green(rank=8)",32,52,4.0772086012486134E-07,1.14781631642578E-08
"Truncated-Green(rank=8)",32,53,2.962863825506407E-07,8.341058245640124E-09
"Hierarchical-screened(2x2x2,length=2)",32,0,35.521437906935816,1
"Hierarchical-screened(2x2x2,length=2)",32,1,157.98951174495787,4.447722869746477
"Hierarchical-screened(2x2x2,length=2)",32,2,196.58970499849855,5.534396031871024
"Hierarchical-screened(2x2x2,length=2)",32,3,108.07198838816298,3.042444077610415
"Hierarchical-screened(2x2x2,length=2)",32,4,28.32466955218852,0.7973964800185616
"Hierarchical-screened(2x2x2,length=2)",32,5,12.80919841637076,0.3606047269237846
"Hierarchical-screened(2x2x2,length=2)",32,6,6.673695687333722,0.187877971179501
"Hierarchical-screened(2x2x2,length=2)",32,7,4.9033322821726,0.13803867667235364
"Hierarchical-screened(2x2x2,length=2)",32,8,3.164049310189463,0.08907435894006023
"Hierarchical-screened(2x2x2,length=2)",32,9,1.937495952785952,0.05454441224654484
"Hierarchical-screened(2x2x2,length=2)",32,10,0.9419618158660115,0.02651812177012369
"Hierarchical-screened(2x2x2,length=2)",32,11,0.31166387107407406,0.00877396551036633
"Hierarchical-screened(2x2x2,length=2)",32,12,0.17312978630331735,0.004873952083722166
"Hierarchical-screened(2x2x2,length=2)",32,13,0.08804782306229068,0.002478723504745812
"Hierarchical-screened(2x2x2,length=2)",32,14,0.05995597318505307,0.001687881367362841
"Hierarchical-screened(2x2x2,length=2)",32,15,0.036649716325180874,0.0010317633092782191
"Hierarchical-screened(2x2x2,length=2)",32,16,0.02287673727112167,0.0006440262168175018
"Hierarchical-screened(2x2x2,length=2)",32,17,0.007682646461344969,0.00021628196700463178
"Hierarchical-screened(2x2x2,length=2)",32,18,0.0037855085831175013,0.00010656968879005749
"Hierarchical-screened(2x2x2,length=2)",32,19,0.0018410246229632356,5.1828550065642536E-05
"Hierarchical-screened(2x2x2,length=2)",32,20,0.0010166742488405235,2.8621427192901177E-05
"Hierarchical-screened(2x2x2,length=2)",32,21,0.0007160139610455061,2.0157234707711515E-05
"Hierarchical-screened(2x2x2,length=2)",32,22,0.0003841855151875036,1.0815595815519862E-05
"Hierarchical-screened(2x2x2,length=2)",32,23,0.0002139064863911461,6.021898295659347E-06
"Hierarchical-screened(2x2x2,length=2)",32,24,7.390271132883726E-05,2.0805101280657117E-06
"Hierarchical-screened(2x2x2,length=2)",32,25,3.68818285912686E-05,1.038297736929933E-06
"Hierarchical-screened(2x2x2,length=2)",32,26,1.857758877216212E-05,5.229965301752245E-07
"Hierarchical-screened(2x2x2,length=2)",32,27,1.0266272983057028E-05,2.8901625575952444E-07
"Hierarchical-screened(2x2x2,length=2)",32,28,5.255892443281055E-06,1.4796395509244865E-07
"Hierarchical-screened(2x2x2,length=2)",32,29,3.2896011289094924E-06,9.260889543739934E-08
"Hierarchical-screened(2x2x2,length=2)",32,30,1.9088155728039884E-06,5.3737001801700105E-08
"Hierarchical-screened(2x2x2,length=2)",32,31,9.75603725862492E-07,2.746520927498823E-08
"Hierarchical-screened(2x2x2,length=2)",32,32,5.90977116049962E-07,1.663719575762358E-08
"Hierarchical-screened(2x2x2,length=2)",32,33,2.9675510620446857E-07,8.354253760277114E-09
"Two-level-control(Jacobi-8)",32,0,35.521437906935816,1
"Two-level-control(Jacobi-8)",32,1,169.56761235789764,4.773669714670766
"Two-level-control(Jacobi-8)",32,2,63.33401599511221,1.7829800742031838
"Two-level-control(Jacobi-8)",32,3,30.46378135354003,0.8576167843586016
"Two-level-control(Jacobi-8)",32,4,26.979654223794604,0.7595315903168051
"Two-level-control(Jacobi-8)",32,5,16.01575389563606,0.4508757201101048
"Two-level-control(Jacobi-8)",32,6,9.22809163722003,0.2597893604813272
"Two-level-control(Jacobi-8)",32,7,7.210006574677569,0.20297620252781948
"Two-level-control(Jacobi-8)",32,8,4.628229372358786,0.13029397583747843
"Two-level-control(Jacobi-8)",32,9,1.7833659373402542,0.05020534196877315
"Two-level-control(Jacobi-8)",32,10,0.8525392915806784,0.024000697657968795
"Two-level-control(Jacobi-8)",32,11,0.6055036403637326,0.017046146666419258
"Two-level-control(Jacobi-8)",32,12,0.31775459542091866,0.00894543166448999
"Two-level-control(Jacobi-8)",32,13,0.12990270308602747,0.0036570226528094187
"Two-level-control(Jacobi-8)",32,14,0.05195916862099287,0.0014627552172049732
"Two-level-control(Jacobi-8)",32,15,0.03329287250555519,0.0009372613967030461
"Two-level-control(Jacobi-8)",32,16,0.019229478929927664,0.0005413485507064163
"Two-level-control(Jacobi-8)",32,17,0.00818658959747727,0.00023046898098341847
"Two-level-control(Jacobi-8)",32,18,0.0032578687058774152,9.171556383536189E-05
"Two-level-control(Jacobi-8)",32,19,0.002615496227877311,7.363148515355051E-05
"Two-level-control(Jacobi-8)",32,20,0.0016969176408710878,4.7771648358293303E-05
"Two-level-control(Jacobi-8)",32,21,0.0007423892970845114,2.089975352432325E-05
"Two-level-control(Jacobi-8)",32,22,0.0003388573584639305,9.539516934863894E-06
"Two-level-control(Jacobi-8)",32,23,0.0002046409644785055,5.761055197558539E-06
"Two-level-control(Jacobi-8)",32,24,0.00010629792874066554,2.9925007264390642E-06
"Two-level-control(Jacobi-8)",32,25,4.483299431902215E-05,1.2621390619513233E-06
"Two-level-control(Jacobi-8)",32,26,1.6741132790843325E-05,4.712965965708978E-07
"Two-level-control(Jacobi-8)",32,27,7.428327519199447E-06,2.0912237670843308E-07
"Two-level-control(Jacobi-8)",32,28,3.85256490234234E-06,1.0845745919508791E-07
"Two-level-control(Jacobi-8)",32,29,2.138360182898991E-06,6.019914476720721E-08
"Two-level-control(Jacobi-8)",32,30,1.01091098088176E-06,2.8459179595440092E-08
"Two-level-control(Jacobi-8)",32,31,5.00372238958961E-07,1.4086486033304969E-08
"Two-level-control(Jacobi-8)",32,32,2.5214286347964526E-07,7.098329300188959E-09
